,word,transcript,freq,corr
763,"['д', 'ы', 'м']","['d', 'y0', 'm']",3225,"[('д', 'd'), ('ы', 'y0'), ('м', 'm')]"
764,"['п', 'т', 'и', 'ц']","['p', ""t'"", 'i0', 'c']",3225,"[('п', 'p'), ('т', ""t'""), ('и', 'i0'), ('ц', 'c')]"
765,"['с', 'е', 'т', 'ь']","[""s'"", 'e0', ""t'""]",3225,"[('с', ""s'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
766,"['с', 'к', 'а', 'л']","['s', 'k', 'a0', 'l']",3225,"[('с', 's'), ('к', 'k'), ('а', 'a0'), ('л', 'l')]"
767,"['с', 'л', 'е', 'д']","['s', ""l'"", 'e0', 't']",3225,"[('с', 's'), ('л', ""l'""), ('е', 'e0'), ('д', 't')]"
768,"['с', 'м', 'е', 'л']","['s', ""m'"", 'e0', 'l']",3225,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('л', 'l')]"
769,"['с', 'п', 'л', 'ю']","['s', 'p', ""l'"", 'u0']",3225,"[('с', 's'), ('п', 'p'), ('л', ""l'""), ('ю', 'u0')]"
770,"['т', 'и', 'п']","[""t'"", 'i0', 'p']",3225,"[('т', ""t'""), ('и', 'i0'), ('п', 'p')]"
771,"['щ', 'е', 'л', 'ь']","['sc', 'e0', ""l'""]",3225,"[('щ', 'sc'), ('е', 'e0'), ('л', ""l'""), ('ь', '-')]"
772,"['л', 'ь', 'д', 'о', 'м']","[""l'"", 'd', 'o0', 'm']",3225,"[('л', ""l'""), ('ь', '-'), ('д', 'd'), ('о', 'o0'), ('м', 'm')]"
773,"['п', 'л', 'е', 'ч']","['p', ""l'"", 'e0', 'ch']",3225,"[('п', 'p'), ('л', ""l'""), ('е', 'e0'), ('ч', 'ch')]"
774,"['с', 'ъ', 'е', 'с', 'т', 'ь']","['s', 'j', 'e0', ""s'"", ""t'""]",3225,"[('с', 's'), ('ъ', '-'), ('е', 'je0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
775,"['п', 'е', 'т', 'ь']","[""p'"", 'e0', ""t'""]",3225,"[('п', ""p'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
776,"['в', 'с', 'е']","['f', ""s'"", 'e0']",3225,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
777,"['м', 'а', 'р', 'к', 'с']","['m', 'a0', 'r', 'k', 's']",3225,"[('м', 'm'), ('а', 'a0'), ('р', 'r'), ('к', 'k'), ('с', 's')]"
778,"['н', 'а', 'п', 'р']","['n', 'a0', 'p', 'r']",3225,"[('н', 'n'), ('а', 'a0'), ('п', 'p'), ('р', 'r')]"
779,"['п', 'е', 'й']","[""p'"", 'e0', 'j']",3225,"[('п', ""p'""), ('е', 'e0'), ('й', 'j')]"
780,"['м', 'э', 'р']","['m', 'e0', 'r']",3225,"[('м', 'm'), ('э', 'e0'), ('р', 'r')]"
781,"['к', 'л', 'и', 'м']","['k', ""l'"", 'i0', 'm']",3225,"[('к', 'k'), ('л', ""l'""), ('и', 'i0'), ('м', 'm')]"
782,"['в', 'е', 'с', 'т', 'ь']","[""v'"", 'e0', ""s'"", ""t'""]",3125,"[('в', ""v'""), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
783,"['в', 'з', 'о', 'р']","['v', 'z', 'o0', 'r']",3125,"[('в', 'v'), ('з', 'z'), ('о', 'o0'), ('р', 'r')]"
784,"['г', 'л', 'у', 'б', 'ь']","['g', 'l', 'u0', ""p'""]",3125,"[('г', 'g'), ('л', 'l'), ('у', 'u0'), ('б', ""p'""), ('ь', '-')]"
785,"['п', 'а', 'л']","['p', 'a0', 'l']",3125,"[('п', 'p'), ('а', 'a0'), ('л', 'l')]"
786,"['с', 'о', 'т']","['s', 'o0', 't']",3125,"[('с', 's'), ('о', 'o0'), ('т', 't')]"
787,"['с', 'т', 'и', 'л', 'ь']","[""s'"", ""t'"", 'i0', ""l'""]",3125,"[('с', ""s'""), ('т', ""t'""), ('и', 'i0'), ('л', ""l'""), ('ь', '-')]"
788,"['ф', 'л', 'а', 'г']","['f', 'l', 'a0', 'k']",3125,"[('ф', 'f'), ('л', 'l'), ('а', 'a0'), ('г', 'k')]"
789,"['ф', 'у']","['f', 'u0']",3125,"[('ф', 'f'), ('у', 'u0')]"
790,"['б', 'ь', 'ё', 'т']","[""b'"", 'j', 'o0', 't']",3125,"[('б', ""b'""), ('ь', '-'), ('ё', 'jo0'), ('т', 't')]"
791,"['в', 'о', 'н']","['v', 'o0', 'n']",3125,"[('в', 'v'), ('о', 'o0'), ('н', 'n')]"
792,"['з', 'л', 'о']","['z', 'l', 'o0']",3125,"[('з', 'z'), ('л', 'l'), ('о', 'o0')]"
793,"['т', 'р', 'у', 'с']","['t', 'r', 'u0', 's']",3125,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('с', 's')]"
794,"['и', 'г', 'р']","['i0', 'g', 'r']",3125,"[('и', 'i0'), ('г', 'g'), ('р', 'r')]"
795,"['н', 'а', 'с']","['n', 'a0', 's']",3125,"[('н', 'n'), ('а', 'a0'), ('с', 's')]"
796,"['м', 'я', 'ч']","[""m'"", 'a0', 'ch']",3125,"[('м', ""m'""), ('я', 'a0'), ('ч', 'ch')]"
797,"['в', 'о']","['v', 'o0']",3024,"[('в', 'v'), ('о', 'o0')]"
798,"['л', 'б', 'а']","['l', 'b', 'a0']",3024,"[('л', 'l'), ('б', 'b'), ('а', 'a0')]"
799,"['п', 'а', 'р', 'к']","['p', 'a0', 'r', 'k']",3024,"[('п', 'p'), ('а', 'a0'), ('р', 'r'), ('к', 'k')]"
800,"['п', 'ь', 'ю']","[""p'"", 'j', 'u0']",3024,"[('п', ""p'""), ('ь', '-'), ('ю', 'ju0')]"
801,"['п', 'у', 'н', 'к', 'т']","['p', 'u0', 'n', 'k', 't']",3024,"[('п', 'p'), ('у', 'u0'), ('н', 'n'), ('к', 'k'), ('т', 't')]"
802,"['с', 'е', 'й']","[""s'"", 'e0', 'j']",3024,"[('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
803,"['с', 'л', 'о', 'й']","['s', 'l', 'o0', 'j']",3024,"[('с', 's'), ('л', 'l'), ('о', 'o0'), ('й', 'j')]"
804,"['с', 'ц', 'е', 'н']","['s', 'c', 'e0', 'n']",3024,"[('с', 's'), ('ц', 'c'), ('е', 'e0'), ('н', 'n')]"
805,"['у', 'с', 'т']","['u0', 's', 't']",3024,"[('у', 'u0'), ('с', 's'), ('т', 't')]"
806,"['ц', 'и', 'ф', 'р']","['c', 'y0', 'f', 'r']",3024,"[('ц', 'c'), ('и', 'y0'), ('ф', 'f'), ('р', 'r')]"
807,"['б', 'ы', 'т']","['b', 'y0', 't']",3024,"[('б', 'b'), ('ы', 'y0'), ('т', 't')]"
808,"['п', 'ь', 'е', 'с']","[""p'"", 'j', 'e0', 's']",3024,"[('п', ""p'""), ('ь', '-'), ('е', 'je0'), ('с', 's')]"
809,"['р', 'и', 'м']","[""r'"", 'i0', 'm']",3024,"[('р', ""r'""), ('и', 'i0'), ('м', 'm')]"
810,"['ч', 'е', 'р', 'т']","['ch', 'e0', 'r', 't']",3024,"[('ч', 'ch'), ('е', 'e0'), ('р', 'r'), ('т', 't')]"
811,"['р', 'а', 'з']","['r', 'a0', 's']",3024,"[('р', 'r'), ('а', 'a0'), ('з', 's')]"
812,"['ф', 'р', 'о', 'н', 'т']","['f', 'r', 'o0', 'n', 't']",3024,"[('ф', 'f'), ('р', 'r'), ('о', 'o0'), ('н', 'n'), ('т', 't')]"
813,"['ш', 'а', 'р']","['sh', 'a0', 'r']",3024,"[('ш', 'sh'), ('а', 'a0'), ('р', 'r')]"
814,"['м', 'о', 'г']","['m', 'o0', 'k']",3024,"[('м', 'm'), ('о', 'o0'), ('г', 'k')]"
815,"['л', 'ь', 'д', 'у']","[""l'"", 'd', 'u0']",3024,"[('л', ""l'""), ('ь', '-'), ('д', 'd'), ('у', 'u0')]"
816,"['м', 'ы', 'ш', 'ц']","['m', 'y0', 'sh', 'c']",3024,"[('м', 'm'), ('ы', 'y0'), ('ш', 'sh'), ('ц', 'c')]"
817,"['в', 'х', 'о', 'д']","['f', 'h', 'o0', 't']",2923,"[('в', 'f'), ('х', 'h'), ('о', 'o0'), ('д', 't')]"
818,"['г', 'л', 'у', 'п']","['g', 'l', 'u0', 'p']",2923,"[('г', 'g'), ('л', 'l'), ('у', 'u0'), ('п', 'p')]"
819,"['д', 'н', 'о', 'м']","['d', 'n', 'o0', 'm']",2923,"[('д', 'd'), ('н', 'n'), ('о', 'o0'), ('м', 'm')]"
820,"['д', 'р', 'о', 'в']","['d', 'r', 'o0', 'f']",2923,"[('д', 'd'), ('р', 'r'), ('о', 'o0'), ('в', 'f')]"
821,"['д', 'у', 'л']","['d', 'u0', 'l']",2923,"[('д', 'd'), ('у', 'u0'), ('л', 'l')]"
822,"['п', 'а', 'р', 'к']","['p', 'a0', 'r', 'k']",2923,"[('п', 'p'), ('а', 'a0'), ('р', 'r'), ('к', 'k')]"
823,"['п', 'л', 'а', 'ч']","['p', 'l', 'a0', 'ch']",2923,"[('п', 'p'), ('л', 'l'), ('а', 'a0'), ('ч', 'ch')]"
824,"['р', 'а', 'н']","['r', 'a0', 'n']",2923,"[('р', 'r'), ('а', 'a0'), ('н', 'n')]"
825,"['с', 'т', 'а', 'в']","['s', 't', 'a0', 'f']",2923,"[('с', 's'), ('т', 't'), ('а', 'a0'), ('в', 'f')]"
826,"['у', 'х']","['u0', 'h']",2923,"[('у', 'u0'), ('х', 'h')]"
827,"['л', 'б', 'у']","['l', 'b', 'u0']",2923,"[('л', 'l'), ('б', 'b'), ('у', 'u0')]"
828,"['м', 'ы', 'ш', 'ь']","['m', 'y0', 'sh']",2923,"[('м', 'm'), ('ы', 'y0'), ('ш', 'sh'), ('ь', '-')]"
829,"['п', 'и', 'р']","[""p'"", 'i0', 'r']",2923,"[('п', ""p'""), ('и', 'i0'), ('р', 'r')]"
830,"['п', 'о', 'р', 'т']","['p', 'o0', 'r', 't']",2923,"[('п', 'p'), ('о', 'o0'), ('р', 'r'), ('т', 't')]"
831,"['р', 'о', 'с']","['r', 'o0', 's']",2923,"[('р', 'r'), ('о', 'o0'), ('с', 's')]"
832,"['р', 'у', 'с', 'ь']","['r', 'u0', ""s'""]",2923,"[('р', 'r'), ('у', 'u0'), ('с', ""s'""), ('ь', '-')]"
833,"['с', 'п', 'о', 'р']","['s', 'p', 'o0', 'r']",2923,"[('с', 's'), ('п', 'p'), ('о', 'o0'), ('р', 'r')]"
834,"['ф', 'и', 'р', 'м']","[""f'"", 'i0', 'r', 'm']",2923,"[('ф', ""f'""), ('и', 'i0'), ('р', 'r'), ('м', 'm')]"
835,"['б', 'л', 'а', 'г']","['b', 'l', 'a0', 'k']",2923,"[('б', 'b'), ('л', 'l'), ('а', 'a0'), ('г', 'k')]"
836,"['с', 'ё', 'м']","[""s'"", 'o0', 'm']",2923,"[('с', ""s'""), ('ё', 'o0'), ('м', 'm')]"
837,"['х', 'а', 'н']","['h', 'a0', 'n']",2923,"[('х', 'h'), ('а', 'a0'), ('н', 'n')]"
838,"['в', 'а', 'с']","['v', 'a0', 's']",2923,"[('в', 'v'), ('а', 'a0'), ('с', 's')]"
839,"['м', 'о', 'й']","['m', 'o0', 'j']",2923,"[('м', 'm'), ('о', 'o0'), ('й', 'j')]"
840,"['т', 'о', 'л', 'ь']","['t', 'o0', ""l'""]",2923,"[('т', 't'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
841,"['б', 'у', 'к', 'в']","['b', 'u0', 'k', 'f']",2822,"[('б', 'b'), ('у', 'u0'), ('к', 'k'), ('в', 'f')]"
842,"['в', 'н', 'у', 'к']","['v', 'n', 'u0', 'k']",2822,"[('в', 'v'), ('н', 'n'), ('у', 'u0'), ('к', 'k')]"
843,"['в', 'с', 'е']","['f', ""s'"", 'e0']",2822,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
844,"['ж', 'ё', 'н']","['zh', 'o0', 'n']",2822,"[('ж', 'zh'), ('ё', 'o0'), ('н', 'n')]"
845,"['п', 'е', 'л']","[""p'"", 'e0', 'l']",2822,"[('п', ""p'""), ('е', 'e0'), ('л', 'l')]"
846,"['р', 'и', 'с', 'к']","[""r'"", 'i0', 's', 'k']",2822,"[('р', ""r'""), ('и', 'i0'), ('с', 's'), ('к', 'k')]"
847,"['р', 'у', 'л', 'ь']","['r', 'u0', ""l'""]",2822,"[('р', 'r'), ('у', 'u0'), ('л', ""l'""), ('ь', '-')]"
848,"['с', 'н', 'я', 'в']","[""s'"", ""n'"", 'a0', 'f']",2822,"[('с', ""s'""), ('н', ""n'""), ('я', 'a0'), ('в', 'f')]"
849,"['в', 'о', 'ж', 'д', 'ь']","['v', 'o0', 'zh', ""t'""]",2822,"[('в', 'v'), ('о', 'o0'), ('ж', 'zh'), ('д', ""t'""), ('ь', '-')]"
850,"['в', 'н', 'у', 'т', 'р', 'ь']","['v', 'n', 'u0', 't', ""r'""]",2721,"[('в', 'v'), ('н', 'n'), ('у', 'u0'), ('т', 't'), ('р', ""r'""), ('ь', '-')]"
851,"['д', 'а', 'р']","['d', 'a0', 'r']",2721,"[('д', 'd'), ('а', 'a0'), ('р', 'r')]"
852,"['д', 'а', 'л']","['d', 'a0', 'l']",2721,"[('д', 'd'), ('а', 'a0'), ('л', 'l')]"
853,"['ж', 'е', 'с', 'т']","['zh', 'e0', 's', 't']",2721,"[('ж', 'zh'), ('е', 'e0'), ('с', 's'), ('т', 't')]"
854,"['з', 'н', 'а', 'й']","['z', 'n', 'a0', 'j']",2721,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('й', 'j')]"
855,"['л', 'е', 'з', 'т', 'ь']","[""l'"", 'e0', ""s'"", ""t'""]",2721,"[('л', ""l'""), ('е', 'e0'), ('з', ""s'""), ('т', ""t'""), ('ь', '-')]"
856,"['л', 'б', 'о', 'м']","['l', 'b', 'o0', 'm']",2721,"[('л', 'l'), ('б', 'b'), ('о', 'o0'), ('м', 'm')]"
857,"['н', 'у', 'ж', 'д']","['n', 'u0', 'zh', 't']",2721,"[('н', 'n'), ('у', 'u0'), ('ж', 'zh'), ('д', 't')]"
858,"['п', 'а', 'р']","['p', 'a0', 'r']",2721,"[('п', 'p'), ('а', 'a0'), ('р', 'r')]"
859,"['п', 'о', 'с', 'т']","['p', 'o0', 's', 't']",2721,"[('п', 'p'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
860,"['с', 'е']","[""s'"", 'e0']",2721,"[('с', ""s'""), ('е', 'e0')]"
861,"['с', 'л', 'у', 'ж', 'б']","['s', 'l', 'u0', 'zh', 'p']",2721,"[('с', 's'), ('л', 'l'), ('у', 'u0'), ('ж', 'zh'), ('б', 'p')]"
862,"['с', 'о', 'л', 'ь']","['s', 'o0', ""l'""]",2721,"[('с', 's'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
863,"['с', 'т', 'а', 'р']","['s', 't', 'a0', 'r']",2721,"[('с', 's'), ('т', 't'), ('а', 'a0'), ('р', 'r')]"
864,"['т', 'а', 'й', 'н']","['t', 'a0', 'j', 'n']",2721,"[('т', 't'), ('а', 'a0'), ('й', 'j'), ('н', 'n')]"
865,"['ж', 'и', 'з', 'н', 'ь']","['zh', 'y0', ""z'"", ""n'""]",2721,"[('ж', 'zh'), ('и', 'y0'), ('з', ""z'""), ('н', ""n'""), ('ь', '-')]"
866,"['к', 'а', 'р', 'т']","['k', 'a0', 'r', 't']",2721,"[('к', 'k'), ('а', 'a0'), ('р', 'r'), ('т', 't')]"
867,"['м', 'и', 'л']","[""m'"", 'i0', 'l']",2721,"[('м', ""m'""), ('и', 'i0'), ('л', 'l')]"
868,"['н', 'о']","['n', 'o0']",2721,"[('н', 'n'), ('о', 'o0')]"
869,"['с', 'е', 'л']","[""s'"", 'e0', 'l']",2721,"[('с', ""s'""), ('е', 'e0'), ('л', 'l')]"
870,"['с', 'у', 'м', 'м']","['s', 'u0', 'm', 'm']",2721,"[('с', 's'), ('у', 'u0'), ('м', 'm'), ('м', 'm')]"
871,"['б', 'е', 'с']","[""b'"", 'e0', 's']",2721,"[('б', ""b'""), ('е', 'e0'), ('с', 's')]"
872,"['н', 'и', 'м']","[""n'"", 'i0', 'm']",2721,"[('н', ""n'""), ('и', 'i0'), ('м', 'm')]"
873,"['р', 'и', 'м']","[""r'"", 'i0', 'm']",2721,"[('р', ""r'""), ('и', 'i0'), ('м', 'm')]"
874,"['м', 'е', 'ч']","[""m'"", 'e0', 'ch']",2721,"[('м', ""m'""), ('е', 'e0'), ('ч', 'ch')]"
875,"['т', 'ь', 'м', 'ы']","[""t'"", 'm', 'y0']",2721,"[('т', ""t'""), ('ь', '-'), ('м', 'm'), ('ы', 'y0')]"
876,"['м', 'а', 'к', 'с']","['m', 'a0', 'k', 's']",2721,"[('м', 'm'), ('а', 'a0'), ('к', 'k'), ('с', 's')]"
877,"['в', 'д', 'о', 'л', 'ь']","['v', 'd', 'o0', ""l'""]",2621,"[('в', 'v'), ('д', 'd'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
878,"['в', 'к', 'л', 'а', 'д']","['f', 'k', 'l', 'a0', 't']",2621,"[('в', 'f'), ('к', 'k'), ('л', 'l'), ('а', 'a0'), ('д', 't')]"
879,"['г', 'р', 'у', 'с', 'т', 'ь']","['g', 'r', 'u0', ""s'"", ""t'""]",2621,"[('г', 'g'), ('р', 'r'), ('у', 'u0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
880,"['д', 'н', 'я', 'м']","[""d'"", ""n'"", 'a0', 'm']",2621,"[('д', ""d'""), ('н', ""n'""), ('я', 'a0'), ('м', 'm')]"
881,"['к', 'о', 'с', 'т', 'ь']","['k', 'o0', ""s'"", ""t'""]",2621,"[('к', 'k'), ('о', 'o0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
882,"['к', 'р', 'е', 'м', 'л', 'ь']","['k', ""r'"", 'e0', 'm', ""l'""]",2621,"[('к', 'k'), ('р', ""r'""), ('е', 'e0'), ('м', 'm'), ('л', ""l'""), ('ь', '-')]"
883,"['к', 'о', 'м']","['k', 'o0', 'm']",2621,"[('к', 'k'), ('о', 'o0'), ('м', 'm')]"
884,"['с', 'л', 'у', 'х']","['s', 'l', 'u0', 'h']",2621,"[('с', 's'), ('л', 'l'), ('у', 'u0'), ('х', 'h')]"
885,"['ф', 'о', 'н', 'д']","['f', 'o0', 'n', 't']",2621,"[('ф', 'f'), ('о', 'o0'), ('н', 'n'), ('д', 't')]"
886,"['х', 'в', 'о', 'с', 'т']","['h', 'v', 'o0', 's', 't']",2621,"[('х', 'h'), ('в', 'v'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
887,"['б', 'е', 'й']","[""b'"", 'e0', 'j']",2621,"[('б', ""b'""), ('е', 'e0'), ('й', 'j')]"
888,"['р', 'и', 'с']","[""r'"", 'i0', 's']",2621,"[('р', ""r'""), ('и', 'i0'), ('с', 's')]"
889,"['с', 'в', 'и', 'с', 'т']","['s', ""v'"", 'i0', 's', 't']",2621,"[('с', 's'), ('в', ""v'""), ('и', 'i0'), ('с', 's'), ('т', 't')]"
890,"['с', 'т', 'а', 'л']","['s', 't', 'a0', 'l']",2621,"[('с', 's'), ('т', 't'), ('а', 'a0'), ('л', 'l')]"
891,"['т', 'е']","[""t'"", 'e0']",2621,"[('т', ""t'""), ('е', 'e0')]"
892,"['ф', 'л', 'о', 'т']","['f', 'l', 'o0', 't']",2621,"[('ф', 'f'), ('л', 'l'), ('о', 'o0'), ('т', 't')]"
893,"['с', 'м', 'е', 'с', 'ь']","['s', ""m'"", 'e0', ""s'""]",2621,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('с', ""s'""), ('ь', '-')]"
894,"['б', 'а', 'л']","['b', 'a0', 'l']",2520,"[('б', 'b'), ('а', 'a0'), ('л', 'l')]"
895,"['б', 'ь', 'ё', 'т']","[""b'"", 'j', 'o0', 't']",2520,"[('б', ""b'""), ('ь', '-'), ('ё', 'jo0'), ('т', 't')]"
896,"['б', 'л', 'е', 'с', 'к']","['b', ""l'"", 'e0', 's', 'k']",2520,"[('б', 'b'), ('л', ""l'""), ('е', 'e0'), ('с', 's'), ('к', 'k')]"
897,"['д', 'а', 'н', 'ь']","['d', 'a0', ""n'""]",2520,"[('д', 'd'), ('а', 'a0'), ('н', ""n'""), ('ь', '-')]"
898,"['д', 'н', 'у']","['d', 'n', 'u0']",2520,"[('д', 'd'), ('н', 'n'), ('у', 'u0')]"
899,"['р', 'а', 'й']","['r', 'a0', 'j']",2520,"[('р', 'r'), ('а', 'a0'), ('й', 'j')]"
900,"['р', 'ё', 'в']","[""r'"", 'o0', 'f']",2520,"[('р', ""r'""), ('ё', 'o0'), ('в', 'f')]"
901,"['с', 'к', 'л', 'а', 'д']","['s', 'k', 'l', 'a0', 't']",2520,"[('с', 's'), ('к', 'k'), ('л', 'l'), ('а', 'a0'), ('д', 't')]"
902,"['с', 'н', 'ы']","['s', 'n', 'y0']",2520,"[('с', 's'), ('н', 'n'), ('ы', 'y0')]"
903,"['ш', 'у', 'т']","['sh', 'u0', 't']",2520,"[('ш', 'sh'), ('у', 'u0'), ('т', 't')]"
904,['а'],['a0'],2520,"[('а', 'a0')]"
905,"['с', 'а', 'м']","['s', 'a0', 'm']",2520,"[('с', 's'), ('а', 'a0'), ('м', 'm')]"
906,"['с', 'р', 'е', 'д', 'ь']","['s', ""r'"", 'e0', ""t'""]",2520,"[('с', 's'), ('р', ""r'""), ('е', 'e0'), ('д', ""t'""), ('ь', '-')]"
907,"['ш', 'а', 'р']","['sh', 'a0', 'r']",2520,"[('ш', 'sh'), ('а', 'a0'), ('р', 'r')]"
908,"['н', 'е', 'д', 'р']","[""n'"", 'e0', 'd', 'r']",2520,"[('н', ""n'""), ('е', 'e0'), ('д', 'd'), ('р', 'r')]"
909,"['п', 'л', 'ы', 'л']","['p', 'l', 'y0', 'l']",2520,"[('п', 'p'), ('л', 'l'), ('ы', 'y0'), ('л', 'l')]"
910,"['с', 'в', 'о', 'й']","['s', 'v', 'o0', 'j']",2520,"[('с', 's'), ('в', 'v'), ('о', 'o0'), ('й', 'j')]"
911,['я'],"['j', 'a0']",2520,"[('я', 'ja0')]"
912,"['б', 'ы', 'т']","['b', 'y0', 't']",2419,"[('б', 'b'), ('ы', 'y0'), ('т', 't')]"
913,"['д', 'а', 'л']","['d', 'a0', 'l']",2419,"[('д', 'd'), ('а', 'a0'), ('л', 'l')]"
914,"['з', 'у', 'б']","['z', 'u0', 'p']",2419,"[('з', 'z'), ('у', 'u0'), ('б', 'p')]"
915,"['к', 'о', 'с', 'т', 'ь']","['k', 'o0', ""s'"", ""t'""]",2419,"[('к', 'k'), ('о', 'o0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
916,"['м', 'е', 'с', 'т', 'ь']","[""m'"", 'e0', ""s'"", ""t'""]",2419,"[('м', ""m'""), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
917,"['м', 'и', 'г']","[""m'"", 'i0', 'k']",2419,"[('м', ""m'""), ('и', 'i0'), ('г', 'k')]"
918,"['п', 'л', 'а', 'щ']","['p', 'l', 'a0', 'sc']",2419,"[('п', 'p'), ('л', 'l'), ('а', 'a0'), ('щ', 'sc')]"
919,"['р', 'а', 'й']","['r', 'a0', 'j']",2419,"[('р', 'r'), ('а', 'a0'), ('й', 'j')]"
920,"['с', 'л', 'ы', 'ш', 'ь']","['s', 'l', 'y0', 'sh']",2419,"[('с', 's'), ('л', 'l'), ('ы', 'y0'), ('ш', 'sh'), ('ь', '-')]"
921,"['с', 'ч', 'ё', 'т']","['s', 'ch', 'o0', 't']",2419,"[('с', 's'), ('ч', 'ch'), ('ё', 'o0'), ('т', 't')]"
922,"['т', 'р', 'е', 'т', 'ь']","['t', ""r'"", 'e0', ""t'""]",2419,"[('т', 't'), ('р', ""r'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
923,"['ч', 'ь', 'ё']","['ch', 'j', 'o0']",2419,"[('ч', 'ch'), ('ь', '-'), ('ё', 'jo0')]"
924,"['ш', 'к', 'а', 'ф']","['sh', 'k', 'a0', 'f']",2419,"[('ш', 'sh'), ('к', 'k'), ('а', 'a0'), ('ф', 'f')]"
925,"['в', 'а', 'н']","['v', 'a0', 'n']",2419,"[('в', 'v'), ('а', 'a0'), ('н', 'n')]"
926,"['в', 'е', 'р', 'ь']","[""v'"", 'e0', ""r'""]",2419,"[('в', ""v'""), ('е', 'e0'), ('р', ""r'""), ('ь', '-')]"
927,"['д', 'а', 'ш', 'ь']","['d', 'a0', 'sh']",2419,"[('д', 'd'), ('а', 'a0'), ('ш', 'sh'), ('ь', '-')]"
928,"['ж', 'а', 'н']","['zh', 'a0', 'n']",2419,"[('ж', 'zh'), ('а', 'a0'), ('н', 'n')]"
929,"['з', 'н', 'а', 'л']","['z', 'n', 'a0', 'l']",2419,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('л', 'l')]"
930,"['л', 'о', 'ж', 'ь']","['l', 'o0', 'sh']",2419,"[('л', 'l'), ('о', 'o0'), ('ж', 'sh'), ('ь', '-')]"
931,"['п', 'л', 'а', 'ч', 'ь']","['p', 'l', 'a0', 'ch']",2419,"[('п', 'p'), ('л', 'l'), ('а', 'a0'), ('ч', 'ch'), ('ь', '-')]"
932,"['т', 'о']","['t', 'o0']",2419,"[('т', 't'), ('о', 'o0')]"
933,"['т', 'е', 'х']","[""t'"", 'e0', 'h']",2419,"[('т', ""t'""), ('е', 'e0'), ('х', 'h')]"
934,"['н', 'а', 'с']","['n', 'a0', 's']",2419,"[('н', 'n'), ('а', 'a0'), ('с', 's')]"
935,"['в', 'р', 'а', 'з']","['v', 'r', 'a0', 's']",2318,"[('в', 'v'), ('р', 'r'), ('а', 'a0'), ('з', 's')]"
936,"['м', 'о', 'щ', 'ь']","['m', 'o0', 'sc']",2318,"[('м', 'm'), ('о', 'o0'), ('щ', 'sc'), ('ь', '-')]"
937,"['м', 'у', 'х']","['m', 'u0', 'h']",2318,"[('м', 'm'), ('у', 'u0'), ('х', 'h')]"
938,"['п', 'о', 'л']","['p', 'o0', 'l']",2318,"[('п', 'p'), ('о', 'o0'), ('л', 'l')]"
939,"['п', 'р', 'а', 'х']","['p', 'r', 'a0', 'h']",2318,"[('п', 'p'), ('р', 'r'), ('а', 'a0'), ('х', 'h')]"
940,"['р', 'ж', 'и']","['r', 'zh', 'y0']",2318,"[('р', 'r'), ('ж', 'zh'), ('и', 'y0')]"
941,"['с', 'п', 'р', 'о', 'с']","['s', 'p', 'r', 'o0', 's']",2318,"[('с', 's'), ('п', 'p'), ('р', 'r'), ('о', 'o0'), ('с', 's')]"
942,"['с', 'ъ', 'е', 'з', 'д']","['s', 'j', 'e0', 'z', 't']",2318,"[('с', 's'), ('ъ', '-'), ('е', 'je0'), ('з', 'z'), ('д', 't')]"
943,"['б', 'и', 'л']","[""b'"", 'i0', 'l']",2318,"[('б', ""b'""), ('и', 'i0'), ('л', 'l')]"
944,"['д', 'в', 'а']","['d', 'v', 'a0']",2318,"[('д', 'd'), ('в', 'v'), ('а', 'a0')]"
945,"['л', 'ь', 'в', 'о', 'в']","[""l'"", 'v', 'o0', 'f']",2318,"[('л', ""l'""), ('ь', '-'), ('в', 'v'), ('о', 'o0'), ('в', 'f')]"
946,"['с', 'к', 'о', 'т']","['s', 'k', 'o0', 't']",2318,"[('с', 's'), ('к', 'k'), ('о', 'o0'), ('т', 't')]"
