word,pos,grapheme,phoneme_real,freq
берегами,4,е,i,3
берегами,5,г,g,3
берегами,6,а,a,3
берегами,7,м,m',3
берегами,8,и,i,3
берегом,1,б,b',3
берегом,2,е,e,3
берегом,3,р,r',3
берегом,4,е,i,3
берегом,5,г,g,3
берегом,6,о,a,3
берегом,7,м,m,3
берегу,1,б,b',6
берегу,2,е,e,6
берегу,3,р,r',6
берегу,4,е,i,6
берегу,5,г,g,6
берегу,6,у,u,6
берегут,1,б,b',24
берегут,2,е,i,24
берегут,3,р,r',24
берегут,4,е,i,24
берегут,5,г,g,24
берегут,6,у,u,24
берегут,7,т,t,24
бережет,1,б,b',8
бережет,2,е,i,8
бережет,3,р,r',8
бережет,4,е,i,8
бережет,5,ж,zh,8
бережет,6,е,o,8
бережет,7,т,t,8
бережно,1,б,b',6
бережно,2,е,e,6
бережно,3,р,r',6
бережно,4,е,i,6
бережно,5,ж,zh,6
бережно,6,н,n,6
бережно,7,о,a,6
берез,1,б,b',3
берез,2,е,i,3
берез,3,р,r',3
берез,4,е,o,3
берез,5,з,s,3
березками,1,б,b',3
березками,2,е,i,3
березками,3,р,r',3
березками,4,е,o,3
березками,5,з,s,3
березками,6,к,k,3
березками,7,а,a,3
березками,8,м,m',3
березками,9,и,i,3
березой,1,б,b',3
березой,2,е,i,3
березой,3,р,r',3
березой,4,е,o,3
березой,5,з,z,3
березой,6,о,a,3
березой,7,й,j,3
березы,1,б,b',3
березы,2,е,i,3
березы,3,р,r',3
березы,4,е,o,3
березы,5,з,z,3
березы,6,ы,y,3
берет,1,б,b',11
берет,2,е,i,11
берет,3,р,r',11
берет,4,е,e,11
берет,5,т,t,11
берет,1,б,b',11
берет,2,е,i,11
берет,3,р,r',11
берет,4,е,o,11
берет,5,т,t,11
беречь,1,б,b',8
беречь,2,е,i,8
беречь,3,р,r',8
беречь,4,е,e,8
беречь,5,ч,ch,8
беречь,6,ь,-,8
беседу,1,б,b',3
беседу,2,е,i,3
беседу,3,с,s',3
беседу,4,е,e,3
беседу,5,д,d,3
беседу,6,у,u,3
бесконечно,1,б,b',1
бесконечно,2,е,i,1
бесконечно,3,с,s,1
бесконечно,4,к,k,1
бесконечно,5,о,a,1
бесконечно,6,н,n',1
бесконечно,7,е,e,1
бесконечно,8,ч,ch,1
бесконечно,9,н,n,1
бесконечно,10,о,a,1
бескорыстно,1,б,b',6
бескорыстно,2,е,i,6
бескорыстно,3,с,s,6
бескорыстно,4,к,k,6
бескорыстно,5,о,a,6
бескорыстно,6,р,r,6
бескорыстно,7,ы,y,6
бескорыстно,8,с,s,6
бескорыстно,9,т,-,6
бескорыстно,10,н,n,6
бескорыстно,11,о,a,6
беспардонно,1,б,b',8
беспардонно,2,е,i,8
беспардонно,3,с,s,8
беспардонно,4,п,p,8
беспардонно,5,а,a,8
беспардонно,6,р,r,8
беспардонно,7,д,d,8
беспардонно,8,о,o,8
беспардонно,9,н,n,8
беспардонно,10,н,n,8
беспардонно,11,о,a,8
беспокойное,1,б,b',3
беспокойное,2,е,i,3
беспокойное,3,с,s,3
беспокойное,4,п,p,3
беспокойное,5,о,a,3
беспокойное,6,к,k,3
беспокойное,7,о,o,3
беспокойное,8,й,j,3
беспокойное,9,н,n,3
беспокойное,10,о,a,3
беспокойное,11,е,ji,3
беспокойся,1,б,b',8
беспокойся,2,е,i,8
беспокойся,3,с,s,8
беспокойся,4,п,p,8
беспокойся,5,о,a,8
беспокойся,6,к,k,8
беспокойся,7,о,o,8
беспокойся,8,й,j,8
беспокойся,9,с,s',8
беспокойся,10,я,a,8
бесполезно,1,б,b',14
бесполезно,2,е,i,14
бесполезно,3,с,s,14
бесполезно,4,п,p,14
бесполезно,5,о,a,14
бесполезно,6,л,l',14
бесполезно,7,е,e,14
бесполезно,8,з,z,14
бесполезно,9,н,n,14
бесполезно,10,о,a,14
беспощадности,1,б,b',16
беспощадности,2,е,i,16
беспощадности,3,с,s,16
беспощадности,4,п,p,16
беспощадности,5,о,a,16
беспощадности,6,щ,sc,16
беспощадности,7,а,a,16
беспощадности,8,д,d,16
беспощадности,9,н,n,16
беспощадности,10,о,a,16
беспощадности,11,с,s',16
беспощадности,12,т,t',16
беспощадности,13,и,i,16
беспричинная,1,б,b',8
беспричинная,2,е,i,8
беспричинная,3,с,s,8
беспричинная,4,п,p,8
беспричинная,5,р,r',8
беспричинная,6,и,i,8
беспричинная,7,ч,ch,8
беспричинная,8,и,i,8
беспричинная,9,н,n,8
беспричинная,10,н,n,8
беспричинная,11,а,a,8
беспричинная,12,я,ja,8
бессильнее,1,б,b',8
бессильнее,2,е,i,8
бессильнее,3,с,s',8
бессильнее,4,с,s',8
бессильнее,5,и,i,8
бессильнее,6,л,l',8
бессильнее,7,ь,-,8
бессильнее,8,н,n',8
бессильнее,9,е,i,8
бессильнее,10,е,i,8
бессильны,1,б,b',8
бессильны,2,е,i,8
бессильны,3,с,s',8
бессильны,4,с,s',8
бессильны,5,и,i,8
бессильны,6,л,l',8
бессильны,7,ь,-,8
бессильны,8,н,n,8
бессильны,9,ы,y,8
бессмысленно,1,б,b',3
бессмысленно,2,е,i,3
бессмысленно,3,с,s,3
бессмысленно,4,с,s,3
бессмысленно,5,м,m,3
бессмысленно,6,ы,y,3
бессмысленно,7,с,s,3
бессмысленно,8,л,l',3
бессмысленно,9,е,i,3
бессмысленно,10,н,n,3
бессмысленно,11,н,n,3
бессмысленно,12,о,a,3
бессознательно,1,б,b',16
бессознательно,2,е,i,16
бессознательно,3,с,s,16
бессознательно,4,с,s,16
бессознательно,5,о,a,16
бессознательно,6,з,z,16
бессознательно,7,н,n,16
бессознательно,8,а,a,16
бессознательно,9,т,t',16
бессознательно,10,е,i,16
бессознательно,11,л,l',16
бессознательно,12,ь,-,16
бессознательно,13,н,n,16
бессознательно,14,о,a,16
бессонницей,1,б,b',8
бессонницей,2,е,i,8
бессонницей,3,с,s,8
бессонницей,4,с,s,8
бессонницей,5,о,o,8
бессонницей,6,н,n',8
бессонницей,7,н,-,8
бессонницей,8,и,i,8
бессонницей,9,ц,c,8
бессонницей,10,е,y,8
бессонницей,11,й,j,8
бестактностей,1,б,b',3
бестактностей,2,е,i,3
бестактностей,3,с,s,3
бестактностей,4,т,t,3
бестактностей,5,а,a,3
бестактностей,6,к,k,3
бестактностей,7,т,t,3
бестактностей,8,н,n,3
бестактностей,9,о,a,3
бестактностей,10,с,s',3
бестактностей,11,т,t',3
бестактностей,12,е,i,3
бестактностей,13,й,j,3
бестактности,1,б,b',16
бестактности,2,е,i,16
бестактности,3,с,s,16
бестактности,4,т,t,16
бестактности,5,а,a,16
бестактности,6,к,k,16
бестактности,7,т,t,16
бестактности,8,н,n,16
бестактности,9,о,a,16
бестактности,10,с,s',16
бестактности,11,т,t',16
бестактности,12,и,i,16
бестактность,1,б,b',11
бестактность,2,е,i,11
бестактность,3,с,s,11
бестактность,4,т,t,11
бестактность,5,а,a,11
бестактность,6,к,k,11
бестактность,7,т,t,11
бестактность,8,н,n,11
бестактность,9,о,a,11
бестактность,10,с,s',11
бестактность,11,т,t',11
бестактность,12,ь,-,11
бесчувственность,1,б,b',1
бесчувственность,2,е,i,1
бесчувственность,3,с,-,1
бесчувственность,4,ч,sc,1
бесчувственность,5,у,u,1
бесчувственность,6,в,-,1
бесчувственность,7,с,s,1
бесчувственность,8,т,t,1
бесчувственность,9,в,v',1
бесчувственность,10,е,i,1
бесчувственность,11,н,n,1
бесчувственность,12,н,-,1
бесчувственность,13,о,a,1
бесчувственность,14,с,s',1
бесчувственность,15,т,t',1
бесчувственность,16,ь,-,1
бетонированная,1,б,b',3
бетонированная,2,е,i,3
бетонированная,3,т,t,3
бетонированная,4,о,a,3
бетонированная,5,н,n',3
бетонированная,6,и,i,3
бетонированная,7,р,r,3
бетонированная,8,о,a,3
бетонированная,9,в,v,3
бетонированная,10,а,a,3
бетонированная,11,н,n,3
бетонированная,12,н,-,3
бетонированная,13,а,a,3
бетонированная,14,я,ja,3
бетонным,1,б,b',3
бетонным,2,е,i,3
бетонным,3,т,t,3
бетонным,4,о,o,3
бетонным,5,н,n,3
бетонным,6,н,n,3
бетонным,7,ы,y,3
бетонным,8,м,m,3
бетховена,1,б,b',11
бетховена,2,е,i,11
бетховена,3,т,t,11
бетховена,4,х,h,11
бетховена,5,о,o,11
бетховена,6,в,v',11
бетховена,7,е,i,11
бетховена,8,н,n,11
бетховена,9,а,a,11
библиографом,1,б,b',8
библиографом,2,и,i,8
библиографом,3,б,b,8
библиографом,4,л,l',8
библиографом,5,и,i,8
библиографом,6,о,o,8
библиографом,7,г,g,8
библиографом,8,р,r,8
библиографом,9,а,a,8
библиографом,10,ф,f,8
библиографом,11,о,a,8
библиографом,12,м,m,8
библиотеки,1,б,b',8
библиотеки,2,и,i,8
библиотеки,3,б,b,8
библиотеки,4,л,l',8
библиотеки,5,и,i,8
библиотеки,6,о,a,8
библиотеки,7,т,t',8
библиотеки,8,е,e,8
библиотеки,9,к,k',8
библиотеки,10,и,i,8
бидончик,1,б,b',7
бидончик,2,и,i,7
бидончик,3,д,d,7
бидончик,4,о,o,7
бидончик,5,н,n',7
бидончик,6,ч,ch,7
бидончик,7,и,i,7
бидончик,8,к,k,7
билеты,1,б,b',3
билеты,2,и,i,3
билеты,3,л,l',3
билеты,4,е,e,3
билеты,5,т,t,3
билеты,6,ы,y,3
бильярде,1,б,b',3
бильярде,2,и,i,3
бильярде,3,л,l',3
бильярде,4,ь,-,3
бильярде,5,я,ja,3
бильярде,6,р,r,3
бильярде,7,д,d',3
бильярде,8,е,i,3
биржевые,1,б,b',3
биржевые,2,и,i,3
биржевые,3,р,r,3
биржевые,4,ж,zh,3
биржевые,5,е,y,3
биржевые,6,в,v,3
биржевые,7,ы,y,3
биржевые,8,е,ji,3
бить,1,б,b',24
бить,2,и,i,24
бить,3,т,t',24
бить,4,ь,-,24
благо,1,б,b,5
благо,2,л,l,5
благо,3,а,a,5
благо,4,г,g,5
благо,5,о,a,5
благодарил,1,б,b,8
благодарил,2,л,l,8
благодарил,3,а,a,8
благодарил,4,г,g,8
благодарил,5,о,a,8
благодарил,6,д,d,8
благодарил,7,а,a,8
благодарил,8,р,r',8
благодарил,9,и,i,8
благодарил,10,л,l,8
благодарить,1,б,b,8
благодарить,2,л,l,8
благодарить,3,а,a,8
благодарить,4,г,g,8
благодарить,5,о,a,8
благодарить,6,д,d,8
благодарить,7,а,a,8
благодарить,8,р,r',8
благодарить,9,и,i,8
благодарить,10,т,t',8
благодарить,11,ь,-,8
благодарностью,1,б,b,10
благодарностью,2,л,l,10
благодарностью,3,а,a,10
благодарностью,4,г,g,10
благодарностью,5,о,a,10
благодарностью,6,д,d,10
благодарностью,7,а,a,10
благодарностью,8,р,r,10
благодарностью,9,н,n,10
благодарностью,10,о,a,10
благодарностью,11,с,s',10
благодарностью,12,т,t',10
благодарностью,13,ь,-,10
благодарностью,14,ю,ju,10
благодарят,1,б,b,3
благодарят,2,л,l,3
благодарят,3,а,a,3
благодарят,4,г,g,3
благодарят,5,о,a,3
благодарят,6,д,d,3
благодарят,7,а,a,3
благодарят,8,р,r',3
благодарят,9,я,a,3
благодарят,10,т,d,3
благожелательно,1,б,b,8
благожелательно,2,л,l,8
благожелательно,3,а,a,8
благожелательно,4,г,g,8
благожелательно,5,о,a,8
благожелательно,6,ж,zh,8
благожелательно,7,е,y,8
благожелательно,8,л,l,8
