,word,transcript,freq,corr
90,"['б', 'е', 'г', 'и', 'т', 'е']","[""b'"", 'i', ""g'"", 'i', ""t'"", 'i']",8,"[('б', ""b'""), ('е', 'i'), ('г', ""g'""), ('и', 'i'), ('т', ""t'""), ('е', 'i')]"
91,"['б', 'е', 'г', 'л', 'о']","[""b'"", 'e', 'g', 'l', 'a']",1,"[('б', ""b'""), ('е', 'e'), ('г', 'g'), ('л', 'l'), ('о', 'a')]"
92,"['б', 'е', 'д', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'e', 'd', 'n', 'a', ""s'"", ""t'""]",3,"[('б', ""b'""), ('е', 'e'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
93,"['б', 'е', 'д', 'н', 'я', 'г', 'а']","[""b'"", 'i', ""d'"", ""n'"", 'a', 'g', 'a']",14,"[('б', ""b'""), ('е', 'i'), ('д', ""d'""), ('н', ""n'""), ('я', 'a'), ('г', 'g'), ('а', 'a')]"
94,"['б', 'е', 'д', 'н', 'я', 'г', 'а', 'м']","[""b'"", 'i', ""d'"", ""n'"", 'a', 'g', 'a', 'm']",3,"[('б', ""b'""), ('е', 'i'), ('д', ""d'""), ('н', ""n'""), ('я', 'a'), ('г', 'g'), ('а', 'a'), ('м', 'm')]"
95,"['б', 'е', 'ж', 'а', 'л']","[""b'"", 'i', 'zh', 'a', 'l']",12,"[('б', ""b'""), ('е', 'i'), ('ж', 'zh'), ('а', 'a'), ('л', 'l')]"
96,"['б', 'е', 'ж', 'а', 'л', 'и']","[""b'"", 'i', 'zh', 'a', ""l'"", 'i']",3,"[('б', ""b'""), ('е', 'i'), ('ж', 'zh'), ('а', 'a'), ('л', ""l'""), ('и', 'i')]"
97,"['б', 'е', 'ж', 'и', 'т']","[""b'"", 'i', 'zh', 'y', 't']",8,"[('б', ""b'""), ('е', 'i'), ('ж', 'zh'), ('и', 'y'), ('т', 't')]"
98,"['б', 'е', 'з']","[""b'"", 'i', 's']",5,"[('б', ""b'""), ('е', 'i'), ('з', 's')]"
99,"['б', 'е', 'з', 'в', 'ы', 'х', 'о', 'д', 'н', 'о', 'е']","[""b'"", 'i', 'z', 'v', 'y', 'h', 'a', 'd', 'n', 'a', 'j', 'i']",6,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('в', 'v'), ('ы', 'y'), ('х', 'h'), ('о', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('е', 'ji')]"
100,"['б', 'е', 'з', 'в', 'ы', 'х', 'о', 'д', 'н', 'о', 'м']","[""b'"", 'i', 'z', 'v', 'y', 'h', 'a', 'd', 'n', 'a', 'm']",8,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('в', 'v'), ('ы', 'y'), ('х', 'h'), ('о', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('м', 'm')]"
101,"['б', 'е', 'з', 'в', 'ы', 'х', 'о', 'д', 'н', 'ы', 'х']","[""b'"", 'i', 'z', 'v', 'y', 'h', 'a', 'd', 'n', 'y', 'h']",12,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('в', 'v'), ('ы', 'y'), ('х', 'h'), ('о', 'a'), ('д', 'd'), ('н', 'n'), ('ы', 'y'), ('х', 'h')]"
102,"['б', 'е', 'з', 'д', 'о', 'к', 'а', 'з', 'а', 'т', 'е', 'л', 'ь', 'н', 'о']","[""b'"", 'i', 'z', 'd', 'a', 'k', 'a', 'z', 'a', ""t'"", 'i', ""l'"", 'n', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('д', 'd'), ('о', 'a'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('а', 'a'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a')]"
103,"['б', 'е', 'з', 'д', 'о', 'н', 'к', 'у']","[""b'"", 'i', 'z', 'd', 'o', 'n', 'k', 'u']",7,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('д', 'd'), ('о', 'o'), ('н', 'n'), ('к', 'k'), ('у', 'u')]"
104,"['б', 'е', 'з', 'н', 'а', 'д', 'е', 'ж', 'е', 'н']","[""b'"", 'i', 'z', 'n', 'a', ""d'"", 'o', 'zh', 'y', 'n']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('н', 'n'), ('а', 'a'), ('д', ""d'""), ('е', 'o'), ('ж', 'zh'), ('е', 'y'), ('н', 'n')]"
105,"['б', 'е', 'з', 'н', 'а', 'д', 'е', 'ж', 'н', 'о']","[""b'"", 'i', 'z', 'n', 'a', ""d'"", 'o', 'zh', 'n', 'a']",19,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('н', 'n'), ('а', 'a'), ('д', ""d'""), ('е', 'o'), ('ж', 'zh'), ('н', 'n'), ('о', 'a')]"
106,"['б', 'е', 'з', 'н', 'р', 'а', 'в', 'с', 'т', 'в', 'е', 'н', 'н', 'е', 'е']","[""b'"", 'i', 'z', 'n', 'r', 'a', 'f', 's', 't', ""v'"", 'i', ""n'"", 'i', 'j', 'i']",1,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('н', 'n'), ('р', 'r'), ('а', 'a'), ('в', 'f'), ('с', 's'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('н', ""n'""), ('н', '-'), ('е', 'i'), ('е', 'ji')]"
107,"['б', 'е', 'з', 'о', 'т', 'н', 'о', 'с', 'и', 'т', 'е', 'л', 'ь', 'н', 'о']","[""b'"", 'i', 'z', 'a', 't', 'n', 'a', ""s'"", 'i', ""t'"", 'i', ""l'"", 'n', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a')]"
108,"['б', 'е', 'з', 'о', 'т', 'ч', 'е', 'т', 'н', 'ы', 'х']","[""b'"", 'i', 'z', 'a', 'ch', 'o', 't', 'n', 'y', 'h']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('о', 'a'), ('т', '-'), ('ч', 'ch'), ('е', 'o'), ('т', 't'), ('н', 'n'), ('ы', 'y'), ('х', 'h')]"
109,"['б', 'е', 'з', 'у', 'м', 'и', 'е', 'м']","[""b'"", 'i', 'z', 'u', ""m'"", 'i', 'j', 'i', 'm']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('у', 'u'), ('м', ""m'""), ('и', 'i'), ('е', 'ji'), ('м', 'm')]"
110,"['б', 'е', 'з', 'у', 'м', 'н', 'о', 'е']","[""b'"", 'i', 'z', 'u', 'm', 'n', 'a', 'j', 'i']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('у', 'u'), ('м', 'm'), ('н', 'n'), ('о', 'a'), ('е', 'ji')]"
111,"['б', 'е', 'з', 'у', 'с', 'л', 'о', 'в', 'н', 'о']","[""b'"", 'i', 'z', 'u', 's', 'l', 'o', 'v', 'n', 'a']",10,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('у', 'u'), ('с', 's'), ('л', 'l'), ('о', 'o'), ('в', 'v'), ('н', 'n'), ('о', 'a')]"
112,"['б', 'е', 'з', 'у', 'ч', 'а', 'с', 'т', 'н', 'о']","[""b'"", 'i', 'z', 'u', 'ch', 'a', 's', 'n', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('у', 'u'), ('ч', 'ch'), ('а', 'a'), ('с', 's'), ('т', '-'), ('н', 'n'), ('о', 'a')]"
113,"['б', 'е', 'з', 'у', 'ч', 'а', 'с', 'т', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'i', 'z', 'u', 'ch', 'a', 's', 'n', 'a', ""s'"", ""t'""]",7,"[('б', ""b'""), ('е', 'i'), ('з', 'z'), ('у', 'u'), ('ч', 'ch'), ('а', 'a'), ('с', 's'), ('т', '-'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
114,"['б', 'е', 'л', 'а', 'я']","[""b'"", 'e', 'l', 'a', 'i']",14,"[('б', ""b'""), ('е', 'e'), ('л', 'l'), ('а', 'a'), ('я', 'i')]"
115,"['б', 'е', 'л', 'е', 'е', 'т']","[""b'"", 'i', ""l'"", 'e', 'i', 't']",8,"[('б', ""b'""), ('е', 'i'), ('л', ""l'""), ('е', 'e'), ('е', 'i'), ('т', 't')]"
116,"['б', 'е', 'л', 'е', 'л', 'а']","[""b'"", 'i', ""l'"", 'e', 'l', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('л', ""l'""), ('е', 'e'), ('л', 'l'), ('а', 'a')]"
117,"['б', 'е', 'л', 'и', 'з', 'н', 'о', 'й']","[""b'"", 'i', ""l'"", 'i', 'z', 'n', 'o', 'j']",3,"[('б', ""b'""), ('е', 'i'), ('л', ""l'""), ('и', 'i'), ('з', 'z'), ('н', 'n'), ('о', 'o'), ('й', 'j')]"
118,"['б', 'е', 'л', 'о', 'к', 'и', 'р', 'п', 'и', 'ч', 'н', 'о', 'г', 'о']","[""b'"", 'i', 'l', 'a', ""k'"", 'i', 'r', ""p'"", 'i', 'ch', 'n', 'a', 'v', 'a']",2,"[('б', ""b'""), ('е', 'i'), ('л', 'l'), ('о', 'a'), ('к', ""k'""), ('и', 'i'), ('р', 'r'), ('п', ""p'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
119,"['б', 'е', 'л', 'о', 'г', 'о']","[""b'"", 'e', 'l', 'a', 'v', 'a']",8,"[('б', ""b'""), ('е', 'e'), ('л', 'l'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
120,"['б', 'е', 'л', 'о', 'к', 'р', 'о', 'в', 'и', 'я']","[""b'"", 'i', 'l', 'a', 'k', 'r', 'o', ""v'"", 'i', 'j', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('л', 'l'), ('о', 'a'), ('к', 'k'), ('р', 'r'), ('о', 'o'), ('в', ""v'""), ('и', 'i'), ('я', 'ja')]"
121,"['б', 'е', 'л', 'ы', 'е']","[""b'"", 'e', 'l', 'y', 'i']",13,"[('б', ""b'""), ('е', 'e'), ('л', 'l'), ('ы', 'y'), ('е', 'i')]"
122,"['б', 'е', 'л', 'ы', 'м', 'и']","[""b'"", 'e', 'l', 'y', ""m'"", 'i']",18,"[('б', ""b'""), ('е', 'e'), ('л', 'l'), ('ы', 'y'), ('м', ""m'""), ('и', 'i')]"
123,"['б', 'е', 'л', 'ы', 'х']","[""b'"", 'e', 'l', 'y', 'h']",11,"[('б', ""b'""), ('е', 'e'), ('л', 'l'), ('ы', 'y'), ('х', 'h')]"
124,"['б', 'е', 'л', 'ь', 'г', 'и', 'и']","[""b'"", 'e', ""l'"", ""g'"", 'i', 'i']",3,"[('б', ""b'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('г', ""g'""), ('и', 'i'), ('и', 'i')]"
125,"['б', 'е', 'р', 'е', 'г']","[""b'"", 'e', ""r'"", 'i', 'k']",9,"[('б', ""b'""), ('е', 'e'), ('р', ""r'""), ('е', 'i'), ('г', 'k')]"
126,"['б', 'е', 'р', 'е', 'г', 'а']","[""b'"", 'e', ""r'"", 'i', 'g', 'a']",3,"[('б', ""b'""), ('е', 'e'), ('р', ""r'""), ('е', 'i'), ('г', 'g'), ('а', 'a')]"
127,"['б', 'е', 'р', 'е', 'г', 'а', 'м', 'и']","[""b'"", 'i', ""r'"", 'i', 'g', 'a', ""m'"", 'i']",3,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'i'), ('г', 'g'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
128,"['б', 'е', 'р', 'е', 'г', 'о', 'м']","[""b'"", 'e', ""r'"", 'i', 'g', 'a', 'm']",3,"[('б', ""b'""), ('е', 'e'), ('р', ""r'""), ('е', 'i'), ('г', 'g'), ('о', 'a'), ('м', 'm')]"
129,"['б', 'е', 'р', 'е', 'г', 'у']","[""b'"", 'e', ""r'"", 'i', 'g', 'u']",6,"[('б', ""b'""), ('е', 'e'), ('р', ""r'""), ('е', 'i'), ('г', 'g'), ('у', 'u')]"
130,"['б', 'е', 'р', 'е', 'г', 'у', 'т']","[""b'"", 'i', ""r'"", 'i', 'g', 'u', 't']",24,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'i'), ('г', 'g'), ('у', 'u'), ('т', 't')]"
131,"['б', 'е', 'р', 'е', 'ж', 'е', 'т']","[""b'"", 'i', ""r'"", 'i', 'zh', 'o', 't']",8,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'i'), ('ж', 'zh'), ('е', 'o'), ('т', 't')]"
132,"['б', 'е', 'р', 'е', 'ж', 'н', 'о']","[""b'"", 'e', ""r'"", 'i', 'zh', 'n', 'a']",6,"[('б', ""b'""), ('е', 'e'), ('р', ""r'""), ('е', 'i'), ('ж', 'zh'), ('н', 'n'), ('о', 'a')]"
133,"['б', 'е', 'р', 'е', 'з']","[""b'"", 'i', ""r'"", 'o', 's']",3,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('з', 's')]"
134,"['б', 'е', 'р', 'е', 'з', 'к', 'а', 'м', 'и']","[""b'"", 'i', ""r'"", 'o', 's', 'k', 'a', ""m'"", 'i']",3,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('з', 's'), ('к', 'k'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
135,"['б', 'е', 'р', 'е', 'з', 'о', 'й']","[""b'"", 'i', ""r'"", 'o', 'z', 'a', 'j']",3,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('з', 'z'), ('о', 'a'), ('й', 'j')]"
136,"['б', 'е', 'р', 'е', 'з', 'ы']","[""b'"", 'i', ""r'"", 'o', 'z', 'y']",3,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('з', 'z'), ('ы', 'y')]"
137,"['б', 'е', 'р', 'е', 'т']","[""b'"", 'i', ""r'"", 'e', 't']",11,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'e'), ('т', 't')]"
138,"['б', 'е', 'р', 'е', 'т']","[""b'"", 'i', ""r'"", 'o', 't']",11,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'o'), ('т', 't')]"
139,"['б', 'е', 'р', 'е', 'ч', 'ь']","[""b'"", 'i', ""r'"", 'e', 'ch']",8,"[('б', ""b'""), ('е', 'i'), ('р', ""r'""), ('е', 'e'), ('ч', 'ch'), ('ь', '-')]"
140,"['б', 'е', 'с', 'е', 'д', 'у']","[""b'"", 'i', ""s'"", 'e', 'd', 'u']",3,"[('б', ""b'""), ('е', 'i'), ('с', ""s'""), ('е', 'e'), ('д', 'd'), ('у', 'u')]"
141,"['б', 'е', 'с', 'к', 'о', 'н', 'е', 'ч', 'н', 'о']","[""b'"", 'i', 's', 'k', 'a', ""n'"", 'e', 'ch', 'n', 'a']",1,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('к', 'k'), ('о', 'a'), ('н', ""n'""), ('е', 'e'), ('ч', 'ch'), ('н', 'n'), ('о', 'a')]"
142,"['б', 'е', 'с', 'к', 'о', 'р', 'ы', 'с', 'т', 'н', 'о']","[""b'"", 'i', 's', 'k', 'a', 'r', 'y', 's', 'n', 'a']",6,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('к', 'k'), ('о', 'a'), ('р', 'r'), ('ы', 'y'), ('с', 's'), ('т', '-'), ('н', 'n'), ('о', 'a')]"
143,"['б', 'е', 'с', 'п', 'а', 'р', 'д', 'о', 'н', 'н', 'о']","[""b'"", 'i', 's', 'p', 'a', 'r', 'd', 'o', 'n', 'n', 'a']",8,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('а', 'a'), ('р', 'r'), ('д', 'd'), ('о', 'o'), ('н', 'n'), ('н', 'n'), ('о', 'a')]"
144,"['б', 'е', 'с', 'п', 'о', 'к', 'о', 'й', 'н', 'о', 'е']","[""b'"", 'i', 's', 'p', 'a', 'k', 'o', 'j', 'n', 'a', 'j', 'i']",3,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('о', 'a'), ('к', 'k'), ('о', 'o'), ('й', 'j'), ('н', 'n'), ('о', 'a'), ('е', 'ji')]"
145,"['б', 'е', 'с', 'п', 'о', 'к', 'о', 'й', 'с', 'я']","[""b'"", 'i', 's', 'p', 'a', 'k', 'o', 'j', ""s'"", 'a']",8,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('о', 'a'), ('к', 'k'), ('о', 'o'), ('й', 'j'), ('с', ""s'""), ('я', 'a')]"
146,"['б', 'е', 'с', 'п', 'о', 'л', 'е', 'з', 'н', 'о']","[""b'"", 'i', 's', 'p', 'a', ""l'"", 'e', 'z', 'n', 'a']",14,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('о', 'a'), ('л', ""l'""), ('е', 'e'), ('з', 'z'), ('н', 'n'), ('о', 'a')]"
147,"['б', 'е', 'с', 'п', 'о', 'щ', 'а', 'д', 'н', 'о', 'с', 'т', 'и']","[""b'"", 'i', 's', 'p', 'a', 'sc', 'a', 'd', 'n', 'a', ""s'"", ""t'"", 'i']",16,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('и', 'i')]"
148,"['б', 'е', 'с', 'п', 'р', 'и', 'ч', 'и', 'н', 'н', 'а', 'я']","[""b'"", 'i', 's', 'p', ""r'"", 'i', 'ch', 'i', 'n', 'n', 'a', 'j', 'a']",8,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('п', 'p'), ('р', ""r'""), ('и', 'i'), ('ч', 'ch'), ('и', 'i'), ('н', 'n'), ('н', 'n'), ('а', 'a'), ('я', 'ja')]"
149,"['б', 'е', 'с', 'с', 'и', 'л', 'ь', 'н', 'е', 'е']","[""b'"", 'i', ""s'"", ""s'"", 'i', ""l'"", ""n'"", 'i', 'i']",8,"[('б', ""b'""), ('е', 'i'), ('с', ""s'""), ('с', ""s'""), ('и', 'i'), ('л', ""l'""), ('ь', '-'), ('н', ""n'""), ('е', 'i'), ('е', 'i')]"
150,"['б', 'е', 'с', 'с', 'и', 'л', 'ь', 'н', 'ы']","[""b'"", 'i', ""s'"", ""s'"", 'i', ""l'"", 'n', 'y']",8,"[('б', ""b'""), ('е', 'i'), ('с', ""s'""), ('с', ""s'""), ('и', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('ы', 'y')]"
151,"['б', 'е', 'с', 'с', 'м', 'ы', 'с', 'л', 'е', 'н', 'н', 'о']","[""b'"", 'i', 's', 's', 'm', 'y', 's', ""l'"", 'i', 'n', 'n', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('с', 's'), ('м', 'm'), ('ы', 'y'), ('с', 's'), ('л', ""l'""), ('е', 'i'), ('н', 'n'), ('н', 'n'), ('о', 'a')]"
152,"['б', 'е', 'с', 'с', 'о', 'з', 'н', 'а', 'т', 'е', 'л', 'ь', 'н', 'о']","[""b'"", 'i', 's', 's', 'a', 'z', 'n', 'a', ""t'"", 'i', ""l'"", 'n', 'a']",16,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('с', 's'), ('о', 'a'), ('з', 'z'), ('н', 'n'), ('а', 'a'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a')]"
153,"['б', 'е', 'с', 'с', 'о', 'н', 'н', 'и', 'ц', 'е', 'й']","[""b'"", 'i', 's', 's', 'o', ""n'"", 'i', 'c', 'y', 'j']",8,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('с', 's'), ('о', 'o'), ('н', ""n'""), ('н', '-'), ('и', 'i'), ('ц', 'c'), ('е', 'y'), ('й', 'j')]"
154,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'е', 'й']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'"", 'i', 'j']",3,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('т', 't'), ('а', 'a'), ('к', 'k'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('е', 'i'), ('й', 'j')]"
155,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'и']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'"", 'i']",16,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('т', 't'), ('а', 'a'), ('к', 'k'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('и', 'i')]"
156,"['б', 'е', 'с', 'т', 'а', 'к', 'т', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'i', 's', 't', 'a', 'k', 't', 'n', 'a', ""s'"", ""t'""]",11,"[('б', ""b'""), ('е', 'i'), ('с', 's'), ('т', 't'), ('а', 'a'), ('к', 'k'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
157,"['б', 'е', 'с', 'ч', 'у', 'в', 'с', 'т', 'в', 'е', 'н', 'н', 'о', 'с', 'т', 'ь']","[""b'"", 'i', 'sc', 'u', 's', 't', ""v'"", 'i', 'n', 'a', ""s'"", ""t'""]",1,"[('б', ""b'""), ('е', 'i'), ('с', '-'), ('ч', 'sc'), ('у', 'u'), ('в', '-'), ('с', 's'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('н', 'n'), ('н', '-'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
158,"['б', 'е', 'т', 'о', 'н', 'и', 'р', 'о', 'в', 'а', 'н', 'н', 'а', 'я']","[""b'"", 'i', 't', 'a', ""n'"", 'i', 'r', 'a', 'v', 'a', 'n', 'a', 'j', 'a']",3,"[('б', ""b'""), ('е', 'i'), ('т', 't'), ('о', 'a'), ('н', ""n'""), ('и', 'i'), ('р', 'r'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('н', '-'), ('а', 'a'), ('я', 'ja')]"
159,"['б', 'е', 'т', 'о', 'н', 'н', 'ы', 'м']","[""b'"", 'i', 't', 'o', 'n', 'n', 'y', 'm']",3,"[('б', ""b'""), ('е', 'i'), ('т', 't'), ('о', 'o'), ('н', 'n'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
160,"['б', 'е', 'т', 'х', 'о', 'в', 'е', 'н', 'а']","[""b'"", 'i', 't', 'h', 'o', ""v'"", 'i', 'n', 'a']",11,"[('б', ""b'""), ('е', 'i'), ('т', 't'), ('х', 'h'), ('о', 'o'), ('в', ""v'""), ('е', 'i'), ('н', 'n'), ('а', 'a')]"
161,"['б', 'и', 'б', 'л', 'и', 'о', 'г', 'р', 'а', 'ф', 'о', 'м']","[""b'"", 'i', 'b', ""l'"", 'i', 'o', 'g', 'r', 'a', 'f', 'a', 'm']",8,"[('б', ""b'""), ('и', 'i'), ('б', 'b'), ('л', ""l'""), ('и', 'i'), ('о', 'o'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('ф', 'f'), ('о', 'a'), ('м', 'm')]"
162,"['б', 'и', 'б', 'л', 'и', 'о', 'т', 'е', 'к', 'и']","[""b'"", 'i', 'b', ""l'"", 'i', 'a', ""t'"", 'e', ""k'"", 'i']",8,"[('б', ""b'""), ('и', 'i'), ('б', 'b'), ('л', ""l'""), ('и', 'i'), ('о', 'a'), ('т', ""t'""), ('е', 'e'), ('к', ""k'""), ('и', 'i')]"
163,"['б', 'и', 'д', 'о', 'н', 'ч', 'и', 'к']","[""b'"", 'i', 'd', 'o', ""n'"", 'ch', 'i', 'k']",7,"[('б', ""b'""), ('и', 'i'), ('д', 'd'), ('о', 'o'), ('н', ""n'""), ('ч', 'ch'), ('и', 'i'), ('к', 'k')]"
164,"['б', 'и', 'л', 'е', 'т', 'ы']","[""b'"", 'i', ""l'"", 'e', 't', 'y']",3,"[('б', ""b'""), ('и', 'i'), ('л', ""l'""), ('е', 'e'), ('т', 't'), ('ы', 'y')]"
165,"['б', 'и', 'л', 'ь', 'я', 'р', 'д', 'е']","[""b'"", 'i', ""l'"", 'j', 'a', 'r', ""d'"", 'i']",3,"[('б', ""b'""), ('и', 'i'), ('л', ""l'""), ('ь', '-'), ('я', 'ja'), ('р', 'r'), ('д', ""d'""), ('е', 'i')]"
166,"['б', 'и', 'р', 'ж', 'е', 'в', 'ы', 'е']","[""b'"", 'i', 'r', 'zh', 'y', 'v', 'y', 'j', 'i']",3,"[('б', ""b'""), ('и', 'i'), ('р', 'r'), ('ж', 'zh'), ('е', 'y'), ('в', 'v'), ('ы', 'y'), ('е', 'ji')]"
167,"['б', 'и', 'т', 'ь']","[""b'"", 'i', ""t'""]",24,"[('б', ""b'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
168,"['б', 'л', 'а', 'г', 'о']","['b', 'l', 'a', 'g', 'a']",5,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a')]"
169,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'и', 'л']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'i', 'l']",8,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('д', 'd'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('л', 'l')]"
170,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'и', 'т', 'ь']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'i', ""t'""]",8,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('д', 'd'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
171,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'н', 'о', 'с', 'т', 'ь', 'ю']","['b', 'l', 'a', 'g', 'a', 'd', 'a', 'r', 'n', 'a', ""s'"", ""t'"", 'j', 'u']",10,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('д', 'd'), ('а', 'a'), ('р', 'r'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('т', ""t'""), ('ь', '-'), ('ю', 'ju')]"
172,"['б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'я', 'т']","['b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'a', 'd']",3,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('д', 'd'), ('а', 'a'), ('р', ""r'""), ('я', 'a'), ('т', 'd')]"
173,"['б', 'л', 'а', 'г', 'о', 'ж', 'е', 'л', 'а', 'т', 'е', 'л', 'ь', 'н', 'о']","['b', 'l', 'a', 'g', 'a', 'zh', 'y', 'l', 'a', ""t'"", 'i', ""l'"", 'n', 'a']",8,"[('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('ж', 'zh'), ('е', 'y'), ('л', 'l'), ('а', 'a'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a')]"
